"Txhash","Blockno","UnixTimestamp","DateTime","From","To","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol"
"0xada85aa4a0933614a441561568ab57bff8e3fc9ae2895360324ba72f701a6d17","44857047","1688877375","2023-07-09 04:36:15","0x89e53140c4679973d5018a559378ed8dcf904b24","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x24a2218876ecc2624593a5b1ca1c51b2771b3375841c8dfca147157142fd5d01","44857463","1688878261","2023-07-09 04:51:01","0x7d637b4717604c76e84979dad5b0f84cb4852c9a","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x07a8fbc12ed64222aa7998efe6c6d20f7521f1dabf0347c41435784e0619db82","44857484","1688878305","2023-07-09 04:51:45","0xb899c29848a7ebce7c74934fb93691cd85d32c5c","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0","$0.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x3cdc3c62992f59096d068fd0ad9e72888a01d15ac59acf2b35e1d92fdab52652","44857520","1688878415","2023-07-09 04:53:35","0x1e06f0405be5cf99aba7dba6c7c92927fc844059","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$120.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xefcfc409b0d17f6963fa4f5a097719b672dc2f171e90c952284abe1bb5dbe0ed","44857892","1688879210","2023-07-09 05:06:50","0xc713198ea134a0b94ebfa1e49c22fcd68a7293ac","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xfc488be1d2717350132cc22189a6bae751e2deb6e76da2dff38c54377de05894","44858154","1688879768","2023-07-09 05:16:08","0x95ce6c1f56f966cc24e80fef0e1444f65e84d633","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0","$0.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x6d28d93effd7b789e2ed0b0c9f2ee055289c8a45aa2ef0967115889be8f3abd2","44858180","1688879824","2023-07-09 05:17:04","0x95ce6c1f56f966cc24e80fef0e1444f65e84d633","0x8d58a40977e1f40ffaf383511046bc72047c8de9","67.8","$67.81","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x674576ba9f9b6a3f21c1f4d28482e94da7b3b0c4d2bcf43571a7b5a1c44fe959","44858255","1688879984","2023-07-09 05:19:44","0x8cab47931b6dc4a4b32781ca475944d16360745e","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xa2461b570b6030728d6609610f4af57ba5a3e8d993b058c5ffe87c35fa6ea3ef","44858951","1688881504","2023-07-09 05:45:04","0x1bbc89ec015fb0707b06e1b360c4cbef0ff32a6d","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xda6bf6e6d0e265dd429d1e46ad29444108d68673f15af4a7f2a78b3da8faf19d","44859189","1688882018","2023-07-09 05:53:38","0x2501a03c7d94c1b0739c37c594375d1e93f1da02","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x93184efac6bf11be8fa45c88d823ab1eefdaaffa3667b996d07f18121dd51af4","44859311","1688882280","2023-07-09 05:58:00","0x1469c54076199ef1f630a971acb81368628414d3","0x8d58a40977e1f40ffaf383511046bc72047c8de9","99.99","$100.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x19a68b68cded5d29a4b4b8c0ba6a0cc8736a8a668b57508cc051bb664acb90d1","44859417","1688882508","2023-07-09 06:01:48","0x12b61457001c15dbbce99ce728ed5e7c2c290295","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$120.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x525b2812b3efd844965cebbb53c7e0088ecf35d86c7eadead7456804fb644a4e","44859545","1688882786","2023-07-09 06:06:26","0xba72625863ccf550105f067e129d95f504aa190b","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xa51061f80d3fe5a0ec7bf684708a270f0f71ab90a4570d2055327f1526900ba4","44859786","1688883298","2023-07-09 06:14:58","0x739ab218317af32a8141900877f250a042e1f19b","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xf583edf4bf6a16ffe9a7154c27a962ac3c7bf6084d7c99197ad44819733ec27b","44860008","1688883771","2023-07-09 06:22:51","0xac63dbdf803bc88e05bf9df040504c061bec1bc0","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x33b8b64a7ac804f690f8ab973f1349e200850c35a34ed93f4bd7213bc8955b07","44860087","1688883946","2023-07-09 06:25:46","0xc2c8913fa48956688f85b7793edb5df3d246b44f","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0","$0.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x15ba0be5f606775905655167baa3dc0dc8f0e711e9934ef4cb1f295cbf017910","44860139","1688884056","2023-07-09 06:27:36","0x8e36bfb6790234f0222812d6a9689e3c90c7dcdb","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x9b809696f523de6231843d9facea029f8a287222b599e003d208b1bd5fb3cd2b","44860219","1688884226","2023-07-09 06:30:26","0x55c10e75386cdb8b036ac9d1172cfd9e2007b23c","0x8d58a40977e1f40ffaf383511046bc72047c8de9","99.99","$100.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x86c31e8d02654bbd5cb0fbeb3c4c1e5e2504b90f63769ec69b8f374801b06fba","44860286","1688884368","2023-07-09 06:32:48","0x9a4edea196bdd71f8d871b59e0693239d0c437d7","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x65698ae5adcea038df22eae363819429fd4041ad98e8a10ccf6d58ba9355d2b7","44860460","1688884740","2023-07-09 06:39:00","0xcc70300855f29345e53f4442c530037fba44d454","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x293b10f68cfd2b9366ac162bdfe46481190aa4edabc5a4a9eb73e71a4a0dfe03","44860595","1688885028","2023-07-09 06:43:48","0xa0b996fffaa6faabf2fffc26e45f1fcddbf8edd0","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x9b3b66eafc02caf5e0f122a6058292fb6b248c8f17941b90bbda43a53347bad3","44860720","1688885294","2023-07-09 06:48:14","0xe03363ac154ae8acdb4172a3b231a50235cebed8","0x8d58a40977e1f40ffaf383511046bc72047c8de9","40,000.002","$40,004.31","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xb54519d93b92a9edc2e94ba3480205223ea8e61c8829573cac1ef4110d8bf08a","44860873","1688885650","2023-07-09 06:54:10","0x2194cbee9e493c2ae5c450d9de2dadf45b94e580","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xab2bdc4c410d00aa66b3df4eea3af4f9600de152355049ea761d4331b5c5f602","44860980","1688885880","2023-07-09 06:58:00","0x43a6029413fd334a2bb92efc615ee33d3d9d021c","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x7fc1efcf0a027b3532347f50031b8d4ed535e62b2f2d4399142d5a97fdc1ba6e","44861238","1688886428","2023-07-09 07:07:08","0xb8c1f8586625c34bc350546ac44603cd7916350d","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0.51","$0.51","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x8ea9d1fb137d8cdeb6f41093428a4490ca64dc90f96dd65badd6cdcd59917e13","44861298","1688886556","2023-07-09 07:09:16","0x00a3ee271a53ac3adda7f00d97c9a0daf9712c58","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xd174cea4e37c15debbefc335cb266bbf4a95e874f7784fbaba8d861141477db4","44861382","1688886734","2023-07-09 07:12:14","0xfaa4111e5587af318ac714301d17a10869b945ec","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x1c49ab6087a4a18d227ce7acffb202c57a5338beaf53db38a4030fcbb902a16f","44861740","1688887519","2023-07-09 07:25:19","0x42020bf3ae0df5a537304e0bf9df32601b23c1a3","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xa2340d72faa9856071139646f2160735ca81c39d59a2090306550c44331297eb","44862108","1688888304","2023-07-09 07:38:24","0x38aa1fc73c72d833fbefdb03157e2d92df29ec70","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xad96dc769ce93cc6e22469a421e9449e1432e5203e4ef96304ec039190895139","44862128","1688888348","2023-07-09 07:39:08","0x96269a48b9d96fd1cc3191ea77bd1b71b72b0e19","0x8d58a40977e1f40ffaf383511046bc72047c8de9","99.9","$99.91","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xa5a7d7071007f9c82b9c4455e1ae9c317f42554fea5cd061e1a844546b7d1a1f","44862207","1688888514","2023-07-09 07:41:54","0xc8e379bea0a6b771d2f9e4ed5188ed3a422377c0","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x205a516bb6e13a1a0bca10d1bcb438d12fcb9e3ab5d5303ed0a9bb56faf4955e","44862851","1688889892","2023-07-09 08:04:52","0x107c1e4d56b21e8282258e5e904560af9eb30813","0x8d58a40977e1f40ffaf383511046bc72047c8de9","330","$330.04","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x49598407c7f240f241aa8368ff177770e2442aad762bc403b5e031c0a881a759","44862852","1688889894","2023-07-09 08:04:54","0xe60c08edc4e1d0f2aa4074658bdb0f40fe024291","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xcedc5ce284054e6b66ef05ae5569cc9278f28860c67a27bccae66787de7a8079","44863001","1688890211","2023-07-09 08:10:11","0x8ed1acaa691cce30f61c91a30ff8894dc88a30c3","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x24f5c54d91f50f45b6f07528a1d7786282d7ebe4a72d333c0a181977148f33bd","44863022","1688890255","2023-07-09 08:10:55","0xe60c08edc4e1d0f2aa4074658bdb0f40fe024291","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xe35f83867e0b864dfe13676b462c1d21589998bedf222ccd3d48c969c82260c7","44863133","1688890491","2023-07-09 08:14:51","0xefb007596bb3d3c7ac29088e5089242b9dde2f67","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x0810fa2a38864486da828b9cc549a8438911e8f64b1e857294271b040cac3622","44863148","1688890523","2023-07-09 08:15:23","0x18108ab6e5877ce6b8fcba73d3353105b4a2662b","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xa42eef1feb3cadf052a6d8a68eb1ddc6138656662840be74bd8eb015d900c389","44863518","1688891309","2023-07-09 08:28:29","0x3b29459f8d4770e86cb0479005494a52e8bd5ff1","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xd055901ccea58e6e58709b514113db7088cd260764a53a6511b85f2d2e57e3a1","44863767","1688891843","2023-07-09 08:37:23","0xbfe478a62bd3d8e16943deeccae06153e5fd520f","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xd281e8eb34873c039a931f6650e9149066343cdc4cd22df8fe856dd73395e9dd","44863768","1688891845","2023-07-09 08:37:25","0x7984274c85b13001852936ce7b96dfce392d39aa","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xccced94f7ef6ca8f3be91bb75cc50e269bee292723896fa249f3f6fc3060be1b","44863865","1688892055","2023-07-09 08:40:55","0xdf1e9fa6b384f6458c3415f7ef33f3e22d28adde","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x20bae17e1881a03599ac2c0ec94844a3f149824b86f7e4939737f592b35dcee7","44863867","1688892059","2023-07-09 08:40:59","0xc6539af72499ba828a30bbd42bcf4023eb2ada76","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x24210804c6c749637021bcfb587f0aa0480a5bc0dff94e5a2ac35cb5c0ae026b","44863919","1688892171","2023-07-09 08:42:51","0x4742c12144bc06bb2e57858d4682e4525de1c932","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x3817c124e90cebcb39e7be31c494e6162712d258db7dd148e319630701cd6529","44863986","1688892316","2023-07-09 08:45:16","0x3cc04db3bc56aa49ad2d71321bf7451909b20b39","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x0017c2550bdd2871ae8ea37bf80b675a2a64909c6acc2ef4fba679b5fd4375e4","44863999","1688892342","2023-07-09 08:45:42","0x3cc04db3bc56aa49ad2d71321bf7451909b20b39","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xf47fe209785e27817648ccd053550436e1eafd85062eae4cece58dffbdb434cb","44864013","1688892372","2023-07-09 08:46:12","0x3cc04db3bc56aa49ad2d71321bf7451909b20b39","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x8d35f2f309c5132b9774cf1bfa0cc0375375cf0fd4555114bc1a2aca46baf5a4","44864042","1688892436","2023-07-09 08:47:16","0xfb53f1e6ed658b8c59cf3e71180d91c9f7c69163","0x8d58a40977e1f40ffaf383511046bc72047c8de9","1,800","$1,800.19","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xd65922a8f61f2ecdd1e332d942ffcae4b750eead9e000c35bdfc143091db287e","44864051","1688892456","2023-07-09 08:47:36","0x67f39a601bc991fdcfd3d42b42127a2e2fb4d412","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xbef84b60b66b64ed584c87d65b38b2eb0d164c2fd472aee05b122c6ba61baf24","44864057","1688892468","2023-07-09 08:47:48","0x27931fe1c328ccb7c51cf20502faf2e4d5b96e6e","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x17de84dcaf974f840f73aba2804cd6d9731086f811300d03bfa0f8bbd912ef73","44864132","1688892628","2023-07-09 08:50:28","0xc1168a297c02acbe81d56558c110694eac65dcae","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x41f83a325d95fe11e080f0429a45ca3298c3482a09a0a70626206fd2113f68f9","44864133","1688892630","2023-07-09 08:50:30","0xc128c79ba49f875fb9f3c927c716b9b743181341","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x18b1df51be8bc70cbf2040394ecc0503067760bc161b70da359bea7ceda5d2e3","44864426","1688893253","2023-07-09 09:00:53","0xafde90171acc404a1976e1fa217d20392edfd7d6","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x1e01e68e0a1af1cfe90e64d012021b8b50cd15d163b753d9d04078575edc86d9","44864440","1688893283","2023-07-09 09:01:23","0xe60c08edc4e1d0f2aa4074658bdb0f40fe024291","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x06e19cf513a45ba667c7abce4eadf7d37c144e5a2dc633bbde319b7fca9a2423","44864480","1688893369","2023-07-09 09:02:49","0x881a6a2688ba737d738d697192a836df6f0def3b","0x8d58a40977e1f40ffaf383511046bc72047c8de9","114.6","$114.61","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x3ca0d11e530a646fd453ee7c13ed89dd1f9e090f154bbf4888f05e6e852d2585","44864516","1688893445","2023-07-09 09:04:05","0x8ee2e9a477a36847525dd5772ea1ec883df25c32","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xb9f8521bb9cca0ea0e56cfbc8150ed3ac021ec101da3f5c5269b54dbd313510d","44864532","1688893479","2023-07-09 09:04:39","0x8ed1acaa691cce30f61c91a30ff8894dc88a30c3","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x2c8d8c87af04bf74e880dbfac083324df701bc8c0368673f9a90adb84fead391","44864852","1688894162","2023-07-09 09:16:02","0x7e91d6e4f0b2d7f2c4cc5abb14f21da1dd6d3639","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0","$0.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x0ff41eaec7ed1013416d00c845c25c43ea80b4cd0631b360fc854fcfc770d21d","44864868","1688894196","2023-07-09 09:16:36","0x15eecf2c0741c1003f0341e34c31f59ed70eaa87","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x83db2dd75ff656a411258a75df4822039b7ef25f3b91b546ed8554a81d504180","44865085","1688894656","2023-07-09 09:24:16","0x70c1c1223d2633c80581c37b9b0f316325adc547","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x3f761b3026c5e62b4aa5754560bf2da83ead1e1d86029a6c5d3134de0dc4ca26","44865087","1688894660","2023-07-09 09:24:20","0x894aeac171bd8956921ef9e04052d1b6fe5e1b90","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x1e11f02bde9065a3d8b252376838e7acdc2c88e982aa1f92438e279def362853","44865360","1688895244","2023-07-09 09:34:04","0xaa27b7a9c307943ea4ed30f83e6c83be2414f777","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xa0a74f42d2de2165ae4ee99208db3ff2bab771d49120d989bbb379afa2a6e061","44865366","1688895256","2023-07-09 09:34:16","0xe1a9b5a32a0d5b2fc1dc7f15ecfc2bde7f0dbb4e","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.005","$100.02","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xf651e206d384e63e40df9aefe57692ea91417b92268bf126b4783ddfc770582d","44865431","1688895401","2023-07-09 09:36:41","0xaa27b7a9c307943ea4ed30f83e6c83be2414f777","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x4ed0c884b45a76200490783153529bba09a98deadf1dacc7f803d2d9b3ac845b","44865620","1688895803","2023-07-09 09:43:23","0xaa27b7a9c307943ea4ed30f83e6c83be2414f777","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x542d40dc220d53b1272b9397b922c01b53dc7baca933f2e12304663200fc0b86","44865666","1688895902","2023-07-09 09:45:02","0x151bc4d13622145525236e089d42a2355613cdda","0x8d58a40977e1f40ffaf383511046bc72047c8de9","150","$150.02","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xdbbecfc554f5e3500f78c868dcc7f43c3b4330713d664d16efca0a685659403f","44865891","1688896380","2023-07-09 09:53:00","0xa1a1fb330da024f631d1983090e765a8ab23b6c1","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xccade524b5910a19e022fde3435a591be01663f513ce81ce46357a974004603f","44866012","1688896638","2023-07-09 09:57:18","0x77345d17f197a7104f35605ad4d4099a74bfb391","0x8d58a40977e1f40ffaf383511046bc72047c8de9","3","$3.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xddee9748e28525043dda4941b7291689bd2de5a6de4145f0c7fbe02248e91894","44866153","1688896938","2023-07-09 10:02:18","0x77345d17f197a7104f35605ad4d4099a74bfb391","0x8d58a40977e1f40ffaf383511046bc72047c8de9","102","$102.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x855c65c553cfc194c87f5fad3d697e02e27062c8b4c6206418c7388cb3ad1036","44866321","1688897296","2023-07-09 10:08:16","0xb899c29848a7ebce7c74934fb93691cd85d32c5c","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0","$0.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xa1a353d007da18fe012a968b5c9383601d56ea8c7c3df9c48b74ae6e41cd3aea","44866384","1688897437","2023-07-09 10:10:37","0x77345d17f197a7104f35605ad4d4099a74bfb391","0x8d58a40977e1f40ffaf383511046bc72047c8de9","10.02","$10.02","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x21bb9f8e4441549ede4447da30f3f090924499337859a76789ea31bcc64bb98f","44866674","1688898053","2023-07-09 10:20:53","0xb899c29848a7ebce7c74934fb93691cd85d32c5c","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xf262e31813254e5b882da44ca4c5615e8afa32c7ef23a397c175cc567191775e","44867038","1688898826","2023-07-09 10:33:46","0x9df7cafe88711d7d2cc1395eab150fe97bf2d191","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xc8cd4922f3b6b2a093602f37fc1ae42626e50ad147202f2f0d4924b013758965","44867198","1688899168","2023-07-09 10:39:28","0xf91bde92681c364064c1270e65ecd9a1a62ee200","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xd9c11c175b67cd6ff6769a7768001de41723e4ca77121902435d68c1143019ab","44867272","1688899326","2023-07-09 10:42:06","0x204cff7718eb850a0ec38dcabc569645bf897983","0x8d58a40977e1f40ffaf383511046bc72047c8de9","138","$138.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x1b90b95693c2a28b3f2cad0c4701db16e5ffcf72f7f12e7bb276f80627d9cb3c","44867817","1688900484","2023-07-09 11:01:24","0x826971706469021170e8e6f8feb371a5d1750fe8","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$120.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
