"Txhash","Blockno","UnixTimestamp","DateTime","From","To","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol"
"0xef7b5b770cfea8091e8340aadcc84b60c78fb9f0c45bb2c8aba38cd532fc01c6","44852280","1688866923","2023-07-09 01:42:03","0x46caf89df129f2b45dd194f70d8900e015c2aa6c","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x4bfaaede526508fdd478847ff0cdfaecff01d65a2cbb368f013b058795c6458f","44852315","1688866997","2023-07-09 01:43:17","0xaacd5b1f07a5742af76431cfe424e87cdc6e0f60","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0.45","$0.45","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xcda43fce55af1e7ce9938cb0e962d18427e35fb77cee78adb2174ff65683a512","44852397","1688867171","2023-07-09 01:46:11","0xd632dfc75acb4330fe70743080bb81b42c39b44e","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xa4389ebf9431c02ddb6b2264eee7800d04bbf6143bf9621e851bf4b54f2c2e6e","44852417","1688867215","2023-07-09 01:46:55","0xc733cd0df36223400452eb5d135c679f8bc48b06","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x3aab36a4f52ee29df41f95c8cc20d58a010b3b77a961949cceccf82bb6031d1f","44852454","1688867293","2023-07-09 01:48:13","0x8a258ee65b9b162e4f3b318ebeb51dd7a8cfd22f","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xe7633a3ae3948807051b97b5bdf8cecd489e342f14d6ebe997987cbeccc6fa63","44852472","1688867331","2023-07-09 01:48:51","0x416ff5a1adfc321e9e92cf219c33afc0ae61f9b7","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xff47d18991ad27d1af6c1bd36204869bf0f47507eb2ee13688592c763b5ef5b5","44852490","1688867369","2023-07-09 01:49:29","0xbd736157032042aaa94dd256db987324a67103c5","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$120.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x036476bd0cb286d716296eff0175eec6a6b44a7cd144f0abafc2f2e53a6cfee8","44852492","1688867373","2023-07-09 01:49:33","0xf72daac642a0a2bf1e6aba70df3ab4ac6574b510","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xecd75da57e928415ce361239effcad2f340a92601cb8aea59624d8dfbcb4c9ce","44852519","1688867437","2023-07-09 01:50:37","0xa93170989cf4039f6895a1f9f47fc9c038301b01","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x28cfbbf0f9f325424da632f88c8a71fac4c73f3be33b05ecc353a37e42c08a02","44852540","1688867481","2023-07-09 01:51:21","0x52c7cd02d65c0758470200b64c27d00809a14d26","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x1ef7896f20cfad82efc200e031277680bffe59c57da522e3fa7464ed090f7276","44852555","1688867513","2023-07-09 01:51:53","0x6af777887ad564e69529a97265418c280a4f6f5b","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x6ced8f1cd17e0034d2759070e4422607392088630a3e16637a50fa59df328a27","44852561","1688867527","2023-07-09 01:52:07","0x24990567a4f1289db35b8e654723de5b798e784e","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xff871354b19f986c148a7945f1798823548bf4244e9f015a8395f8e6ef0d6fe2","44852576","1688867559","2023-07-09 01:52:39","0xecdf036089f6887254fd2939f3361309be2d15ca","0x8d58a40977e1f40ffaf383511046bc72047c8de9","279.57","$279.60","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x0207854d497221f9a82875ee030de6ec7529a431bfbc1e9df1aa4deed7d99257","44852590","1688867587","2023-07-09 01:53:07","0x89dd96a8aa8fe1910aab434043d2fc844ef11dde","0x8d58a40977e1f40ffaf383511046bc72047c8de9","450","$450.05","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xe93ae14e67ee070a6437f061935f5b8dcec77ef84abdd8e93ed12d8e7bbf93cc","44852603","1688867615","2023-07-09 01:53:35","0x25ca0352a5362393844839ebda8095c8858c074b","0x8d58a40977e1f40ffaf383511046bc72047c8de9","1,557","$1,557.17","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xe15deeac5b2e8532a33613cdc392f3146ec9e4f117b672c1eb8527336d670f57","44852640","1688867695","2023-07-09 01:54:55","0x3754eb07f8c4126785f81980750bb87a5a17e9f3","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$120.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x1c34f988d96962ae8c232f35cbe759427b3e3086510c0914411eb35a1d1d6c2e","44852645","1688867705","2023-07-09 01:55:05","0x13663b014df5fd61b977341e402feffa8a697dd4","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x166de658766e1870a329ce57d633a7702eb93258e40379f1791db78b91b5ef35","44852697","1688867815","2023-07-09 01:56:55","0xdf3c289a5ad17d2d9b7eace87e8d36ee458a1b22","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x202481c055c58e08543867cde62b51457299e1e7fc5f5c889109831247de50be","44852705","1688867837","2023-07-09 01:57:17","0xdcd465a8e44114aea88f4189719837e802ea7f37","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xab4fc4898452285c4abbb4136d077f03552188833aec573e9ddd3a624f3b65e0","44852740","1688867939","2023-07-09 01:58:59","0x31ff3e328a9b9c913d3ec77a768ceff4a2a31f91","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xd13b38c1d5abb91421581d01db5bf7554c1a1f641a4544e75c09f9abf4b640d0","44852752","1688867965","2023-07-09 01:59:25","0xfb92e17207da2a9433218a5ef3d644ca15be1a20","0x8d58a40977e1f40ffaf383511046bc72047c8de9","500.1","$500.15","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x375a234a8c15651b883686f41a75edbc53975f197b8e0db0612832bc9fd9a36b","44852839","1688868150","2023-07-09 02:02:30","0x2ad30b7c467d3c269a133577ad1252f051b097e8","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x005c6ba3e5ce3358ef09ce31e451f22705ba29ba572610d5c7a87e4ff53c2492","44852849","1688868172","2023-07-09 02:02:52","0x415434203652fef8540193da91871ae960035d86","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0","$0.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x6067e2c8b91a9e4b4a5daf9af4d0bc602c7b69314c8d12f675132f1b5ec27fbc","44852871","1688868218","2023-07-09 02:03:38","0x8ef2d8abc53298b6ef1078ab6810bbe87bb4b0da","0x8d58a40977e1f40ffaf383511046bc72047c8de9","117","$117.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x4a40b0007be8b00ae52ef50465eab42d2bb7c6d886f306399ecded00e80588c6","44852959","1688868406","2023-07-09 02:06:46","0xc5a294260ca11a2a25fa2f99d1ff316e9a503711","0x8d58a40977e1f40ffaf383511046bc72047c8de9","600","$600.06","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x811abd3cac15e537677a6af06c42ac548a0acd3799bb81c99ec6d1eeda38b3ae","44853020","1688868536","2023-07-09 02:08:56","0x415434203652fef8540193da91871ae960035d86","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x01bbd2e9974a6941055ffac0c786da3ae0b85d495c9f0eeec5bfeef12ba74523","44853062","1688868626","2023-07-09 02:10:26","0xba6ae266df39aa5a6ed0ad24ed315ef3fbeafc62","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x7c2d3663480a49123ff7a6b9c9553dea6319c88a413d5986a960c97f4f324145","44853089","1688868684","2023-07-09 02:11:24","0xf94ae4ccad0f81a79a11cb9f4c667619ba504fa1","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.05","$100.06","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x36f541ba34ea66c1b3b52aaaecc92e72b703a09b8e76a76685fcdd968a16abe5","44853160","1688868834","2023-07-09 02:13:54","0xef86ce053911236fff822e25ab81ec001c855cfb","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xaaa89fab6926ae457812edd027e47af6d7e4d7a6aef35a836d1fef152833f4f4","44853200","1688868920","2023-07-09 02:15:20","0xfefb50b0eadf52ea67b091868c12b0b9d9b0652c","0x8d58a40977e1f40ffaf383511046bc72047c8de9","101.97","$101.98","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x7d73cccb1a2b7f0f54c8a446d4bdf6daa54be20611b0abc7df3cf6c59c344041","44853202","1688868924","2023-07-09 02:15:24","0x32d2d5d94ae27c4623d0ab29670b6c46edadffc4","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x0ff13ad81b6ed5a63f51097a97945926932569f1d376bef9a215440c0eb92623","44853328","1688869196","2023-07-09 02:19:56","0x3d3d2d44e702aee0d2d2d93a27b85df5d7d7e6c5","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xf86c85605d1736760c3d1a12c8098904245a350cb59f9138e94549bc87b724c9","44853403","1688869354","2023-07-09 02:22:34","0xfefb50b0eadf52ea67b091868c12b0b9d9b0652c","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.23","$100.24","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xf393ad8a81d024ff613c41d45a2fa8d35a48b3bebaecf7e629c3327f0c942082","44853466","1688869488","2023-07-09 02:24:48","0xef1c47f38f734517694b23d7a9dfe3ae07ba37cd","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xa1559740eb7190a93d4a78103508bb865f759c001b96bc4086e7aa1bd7ccb7d1","44853566","1688869732","2023-07-09 02:28:52","0x2ad65ee36716a70ec22a670d80a0847bc8ab2e71","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.005","$100.02","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xb1351baf3ef9553d169cbdbf9f26f13ce4cef09b131de1089fb7aa3313cafc62","44854029","1688870719","2023-07-09 02:45:19","0x93b00d446abb5f975dbbf423b199dea76c60fc14","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x68068ba7e5b1fe8485748cb697005ff721e04b3d2c1288ca8cc39706948ceb6c","44854037","1688870737","2023-07-09 02:45:37","0xf51526262434ce56014de21b8cddbd35cd79e0ff","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xfe368ac258b15c5d9b8148c9da5b4f5db74b74ca95054629799be20193d28fe5","44854156","1688871021","2023-07-09 02:50:21","0xfae83782bf06055c6f6a27c612a4f448dc5ac3b6","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xd29a6858382fc32ac173d37b681e82e2021f293e0b5132b9710517d7c6fb7ed2","44854157","1688871023","2023-07-09 02:50:23","0x107c1e4d56b21e8282258e5e904560af9eb30813","0x8d58a40977e1f40ffaf383511046bc72047c8de9","437.79","$437.84","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xa078d3b9f04a22896b4d3d422f25aae94a24043bc824f59aa3efe264eaa0a0b7","44854208","1688871133","2023-07-09 02:52:13","0x300a959baa3accf8d2b8ca85450ac9a5b67ab28b","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x103c0e0e8df18772c99730adf726a2e094e053948333b6e95ce4a8db7563b15f","44854237","1688871193","2023-07-09 02:53:13","0x7838033ac4917847c430cfb104df792bc239a3cd","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xd6a9f6b74f3617cb1efbb1653a9e54c729f6be844fa3e3655302f45f5b5e2863","44854289","1688871305","2023-07-09 02:55:05","0x1db95ebf8a3d5eb962be5a7914fb272d98bcc32c","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.005","$100.02","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xe2e031c3236cb0a9498e91efcd8111d3592c3bbe5f468c53a0814da0dbd97572","44854319","1688871399","2023-07-09 02:56:39","0x2bb4181c374e906df4ef7258ad81e719b6d5e4ab","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x6c50b729426a7d786404cbf43d380e00d8af321ded23eec6871a1e61f7b10ed2","44854328","1688871419","2023-07-09 02:56:59","0x44b15bf51effe4bd3b3014b47f2fd7a02389c552","0x8d58a40977e1f40ffaf383511046bc72047c8de9","188.04","$188.06","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x76decd2a23819c5659b5c3ea3e175455562f4b3bb92a33b9551fbe8dd3d2aa58","44854337","1688871439","2023-07-09 02:57:19","0xb0ebd728be2d83bd091b36935cc187becbdc4cfc","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x8b8f70e556cafb616deee23153a95890e41959f6bd3850b5a398a31b778ea0c0","44854395","1688871561","2023-07-09 02:59:21","0x76700b9308791f92fdcf388a5e9db6e8bedc9c37","0x8d58a40977e1f40ffaf383511046bc72047c8de9","108.39","$108.40","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xcd6b956fd78e7d224225e1f55d9fc8654e663fcfe10d7d00ea079cfd0e0b9ba5","44854453","1688871685","2023-07-09 03:01:25","0x1b117cd1a36420bad1e9863c29d15187839d66cb","0x8d58a40977e1f40ffaf383511046bc72047c8de9","105","$105.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x8b055eac564adf88607111f755e39c7871a236784e5676353c543b7222f3cb1f","44854829","1688872484","2023-07-09 03:14:44","0x7253165fbe45ebccd61c4387b39f405f3b475650","0x8d58a40977e1f40ffaf383511046bc72047c8de9","101.9088","$101.92","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x26fb2d6cc30ecfa996f1867b39f6b11ec42fa48ad7d17131006b03d49fcf8893","44854909","1688872686","2023-07-09 03:18:06","0x659b421d1a97da37721c7a8ad1d55e9790f6dbbb","0x8d58a40977e1f40ffaf383511046bc72047c8de9","102","$102.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x9b129436504ae4c5fd90dabb0d3fb43e436204077538bab8015223082950099b","44854935","1688872742","2023-07-09 03:19:02","0x575e1b5cff1a4a21b1f2e062558448a0571e8f26","0x8d58a40977e1f40ffaf383511046bc72047c8de9","188.04","$188.06","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x51efe24d12ca72c50923f59621b0e81776889bee675fdb30006ec741251d5e66","44854936","1688872744","2023-07-09 03:19:04","0x8a258ee65b9b162e4f3b318ebeb51dd7a8cfd22f","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x9df28c93e1fcce12660698f315976d4f0441361a21a6e95cadd3ba30be93b07c","44854979","1688872836","2023-07-09 03:20:36","0x3f34e14febcfa7b4bca166a674893d9b7cd661df","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x926b20b31f99d2cb25da45b89d4b935f271aa3f647657facd7aa9da76e4a3cc9","44855016","1688872914","2023-07-09 03:21:54","0x027a6e8c0125ee0bee62bfec5740ab116090f697","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x3f806a7dd55401c956033059e15c98b0c5f8dcfeffe3639d9b4207f81b671f1b","44855016","1688872914","2023-07-09 03:21:54","0x33dab7714efe55a61471ed639e2bfdb4bbc74e1e","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xaf9e944bd83ef243bb298e4ae238faf12e56dd64215231741fecb953a807e166","44855103","1688873098","2023-07-09 03:24:58","0x95ce6c1f56f966cc24e80fef0e1444f65e84d633","0x8d58a40977e1f40ffaf383511046bc72047c8de9","0","$0.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xbed5c10a05440d10571820d47f645f0781f4c1e30989dd41012e777452b0e0aa","44855236","1688873414","2023-07-09 03:30:14","0x5546b46caf0723edc9d7f71c82d35ae046d85e79","0x8d58a40977e1f40ffaf383511046bc72047c8de9","188.04","$188.06","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x459ac3b58c3fbfbcaae4209f78015684baacc7007063f8364ec21ba89e24ca3e","44855270","1688873486","2023-07-09 03:31:26","0x95ce6c1f56f966cc24e80fef0e1444f65e84d633","0x8d58a40977e1f40ffaf383511046bc72047c8de9","168","$168.02","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x8dd58e35508da429d20fdc7584c358a7bed56daac0da4a27a9d523e0b4edb836","44855489","1688873952","2023-07-09 03:39:12","0x2a3b9bb45e79ba77e2d494e5cbfbbdb7f828b35a","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x1f375ceea411970d368a2dae77085fe32750c97c03de8df872b54ecc184844dd","44855531","1688874040","2023-07-09 03:40:40","0x2c1461d4a1e95f0c5b175ccbf3aa56805abc1559","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x2b2ad8f6d9aab0801137d3249d67a3f0484221f94444dbb31646d0a3fa934117","44855712","1688874431","2023-07-09 03:47:11","0x063cf01925794e8667b0f434cd083f4a842f9ec6","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x8da4554a981b2cc4b18f1ad563e7493b0c8d788ccd81fd5727a6db1afec54e3d","44855746","1688874503","2023-07-09 03:48:23","0xc2c8913fa48956688f85b7793edb5df3d246b44f","0x8d58a40977e1f40ffaf383511046bc72047c8de9","3","$3.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x453b02885e8e0831be748b283998de5540b941e1b509c44d636c0088e515d0c6","44855829","1688874679","2023-07-09 03:51:19","0x605f8ed0174634b7881331227c667515aa37623a","0x8d58a40977e1f40ffaf383511046bc72047c8de9","3","$3.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xe22dd6cdfeb58faf336910f5267bb625aed3b9e1a7f2616efc39ff0f35dcdc45","44855851","1688874725","2023-07-09 03:52:05","0x157dad84e7871b98175915e8a6bb8c4312092763","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$120.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x499dda0cc02b044302402a008a076d8584c458fd2141e96209d6e4ee912ffd4c","44855915","1688874885","2023-07-09 03:54:45","0x83b0b4f42a653cf720137522c9edf20c297934e6","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x8b3dbc0dc4e6f13b357f5101cabcb918534179e2263339f7cb41d8054b636154","44856066","1688875216","2023-07-09 04:00:16","0x93694e027950520bd9b79cb3deb570c8feda1e44","0x8d58a40977e1f40ffaf383511046bc72047c8de9","3","$3.00","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x8a4046cb4ac448d0ca1850c3743f57ca08c47ee2f866cc5ddb354ac606e4d8f9","44856114","1688875318","2023-07-09 04:01:58","0x026f56253a2250d14cade22d6a6114e7bc3d82fd","0x8d58a40977e1f40ffaf383511046bc72047c8de9","200.1","$200.12","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xf3d83254e87aa679b26dfeef43b30d61e7a61ad4905a4d8829834478470e0862","44856152","1688875398","2023-07-09 04:03:18","0xd6140a552918ba5a1bc3dba41f113bcd1a5b4185","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x39ac27b11be4933e10064fa99c5bfb615de92020155337c393a7d67f3fe467dc","44856269","1688875646","2023-07-09 04:07:26","0x22d1c6728c8c200c2bf91247e712ae2c437631a4","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xb519aa542e323c345f458610597ecf63a0c3f87c111da17e5af6e62d716cd8d6","44856292","1688875696","2023-07-09 04:08:16","0x2b3dde6f7cb8ade4ce9ea01f89bc84fe7f700da8","0x8d58a40977e1f40ffaf383511046bc72047c8de9","103.485","$103.50","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x8260bdb52a2c88df9a63c12348eba9e906fa6275a542ab6ea9361cd871ec0970","44856300","1688875712","2023-07-09 04:08:32","0xc124103848234b00952248c99a3fe8aa03f3e427","0x8d58a40977e1f40ffaf383511046bc72047c8de9","188.04","$188.06","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x059796e0a63ec7e9dfd95bae33233882338cff294fb3c920038b46db1d25d6c3","44856433","1688876001","2023-07-09 04:13:21","0xd3f1ca8aa551f9af8811a5bcc9c088d94bf54e07","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.02","$100.03","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x932d2b2be069370b5629b96e8fe0602177dc531f763d30eadc768556e909dcc5","44856464","1688876067","2023-07-09 04:14:27","0x8e1b8ff0e90b018090ff8a28013efa0bead50c2c","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xc7eb2f250ba83e65ed62cb142268ade9059b99b0474af005c66f5843b842b05b","44856479","1688876097","2023-07-09 04:14:57","0x8a10959ea778354b37cec0fc338d337efc671dbb","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$120.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0x7a1446c8011e6a8a575a1a09c335d5905a69e92bf2933d48e20c35e3594d703a","44856536","1688876251","2023-07-09 04:17:31","0x08e24d4554c24efa2c6fc2a599e3c007425341ba","0x8d58a40977e1f40ffaf383511046bc72047c8de9","100.002","$100.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
"0xb9ea6dfd27d7b1713bf14a64d7155005a9d5f2e3a548d8bc191826994890ff1d","44856651","1688876495","2023-07-09 04:21:35","0x25388ed590d44f2fd00b293968a06211ca28e1b2","0x8d58a40977e1f40ffaf383511046bc72047c8de9","120","$120.01","0x8f3cf7ad23cd3cadbd9735aff958023239c6a063","(PoS) Dai Stablecoin","DAI",""
